"","LoC_classifications","title","downloads","author_birthdate","author_deathdate","author_name","pub_day","pub_date_full","pub_month","pub_month_name","pub_year","difficulty.ari","difficulty.coleman","difficulty.dale","difficulty.vocabulary","difficulty.flesch.grade","difficulty.flesch.ease","difficulty.gunning","difficulty.linsear","difficulty.smog","polarity","subjectivity","avg_letter_per_word","avg_sentence_length","sentences_over_words","characters","polysyllables","sentences","syllables","words"
"332","QC","Relativity : the Special and General Theory",1053,1879,1955,"Einstein, Albert",1,"February, 2004",2,"February",2004,15.2,12.89,6.32,2945,11.5,55.58,11.6,7,8.8,0.0963907752535104,0.4325514590953,5.15,24,0.04,160050,2331,1255,48009.6,31082
"333","N","The Doré Bible Gallery, Complete: Containing One Hundred Superb Illustrations, and a Page of Explanatory Letter-press Facing Each",1052,0,0,"Unknown",29,"July 29, 2004",7,"July",2004,11.2,9.12,6.16,3233,8.3,74.53,10.8,21,3.1,0.125457446209788,0.496738524507844,4.5,22,0.04,159818,471,1550,44600.4,35550
"334","PE","The Literary World Seventh Reader",1047,0,0,"Unknown",5,"November 5, 2006",11,"November",2006,10.3,10.38,6.35,11980,6.8,78.59,9.2,7.5,3.1,0.0907696666563457,0.493002550054848,4.82,18,0.06,500270,2166,5752,139997.7,103797
"335","PR","The Innocence of Father Brown",1045,1874,1936,"Chesterton, G. K. (Gilbert Keith)",6,"July 6, 2008",7,"July",2008,10.1,10.09,6.26,8649,7.9,70.13,9.2,26.5,3.1,0.0297122759176994,0.472652096227845,4.77,18,0.06,376454,1817,4360,106863.3,78911
"336","","Electricity in Locomotion: An Account of its Mechanism, its Achievements, and its Prospects",1039,0,0,"Whyte, Adam Gowens",17,"February 17, 2016",2,"February",2016,15.9,13.64,6.86,3664,12.7,47.12,11.6,6,8.8,0.110692984699726,0.437124009701383,5.28,24,0.04,150549,1815,1147,44599.5,28499
"337","PR","Kim",1038,1865,1936,"Kipling, Rudyard",1,"June, 2000",6,"June",2000,7.7,9.62,6.11,12129,4.8,83.66,7.2,8,3.1,0.0810552308783379,0.473814845561269,4.74,13,0.07,495285,2302,7728,138516.3,104478
"338","PR,PZ","Irish Fairy Tales",1036,1882,1950,"Stephens, James",1,"November, 2001",11,"November",2001,9.7,8.99,5.96,5780,7.2,77.57,9.6,25.5,3.1,0.108008419038707,0.514403814859467,4.53,19,0.05,299402,818,3358,82687.5,66088
"339","E300","My Bondage and My Freedom",1034,1818,1895,"Douglass, Frederick",1,"July 1, 2008",7,"July",2008,13.2,11.2,6.45,14212,9.9,65.05,11.2,29.5,3.1,0.0994391939550442,0.501115528896113,4.86,23,0.04,652807,5092,5720,190790.1,134341
"340","G","Captain Cook's Journal During His First Voyage Round the World: Made in H. M. Bark ""Endeavour"", 1768-71",1020,1728,1779,"Cook, James",1,"May, 2005",5,"May",2005,12.7,10.1,5.63,11861,9.1,72.5,11.6,4,3.1,0.103518385880141,0.447064367508647,4.67,24,0.04,1090534,3906,9610,301006.8,233349
"341","PR,PZ","Black Beauty",1015,1820,1878,"Sewell, Anna",16,"January 16, 2006",1,"January",2006,10.7,7.61,5.81,3729,7.9,80.96,11.6,8,3.1,0.107014072249461,0.519287515917648,4.24,24,0.04,254175,393,2472,72267.3,59959
"342","PR","De Profundis",1012,1854,1900,"Wilde, Oscar",13,"April 13, 2007",4,"April",2007,11.3,8.83,6.75,2212,8.7,73.51,11.2,4.5,3.1,0.107888831817054,0.546237951501623,4.45,23,0.04,78829,419,754,23687.1,17718
"343","JC","A Discourse Upon the Origin and the Foundation of the Inequality Among Mankind",1008,1712,1778,"Rousseau, Jean-Jacques",17,"February 17, 2004",2,"February",2004,28.2,12.14,8.36,3560,22.8,26.14,23.2,14.5,11.2,0.103392046451139,0.483655460470025,4.92,53,0.02,131967,1203,506,39888.9,26821
"344","PQ","The Middle-Class Gentleman",1007,1622,1673,"Moliere",1,"October, 2001",10,"October",2001,8.2,11.01,5.85,1929,5.2,77.23,6.4,5,3.1,0.184333990203639,0.581906865513003,5.03,11,0.08,91982,406,1544,25334.1,18301
"345","PR","The Alchemist",1002,0,1637,"Jonson, Ben",1,"May, 2003",5,"May",2003,9.3,12.16,7.13,9000,5.2,77.23,6.4,18.5,3.1,0.145983184104095,0.497055996300131,5.28,11,0.09,254512,1273,4121,66674.7,48213
"346","PQ","Poems",1002,1802,1885,"Hugo, Victor",1,"August, 2005",8,"August",2005,12.2,12.42,7,10693,7.2,77.57,9.6,6.5,3.1,0.105979831253298,0.526355288338002,5.12,19,0.05,357199,885,3660,91592.1,69815
"347","PR","The Rape of the Lock and Other Poems",999,1688,1744,"Pope, Alexander",1,"January, 2006",1,"January",2006,12.9,11.66,6.87,7778,9.1,67.08,10.4,14,3.1,0.135863318787035,0.50311111055259,4.99,21,0.05,280108,1385,2586,76016.7,56089
"348","PZ,PA","Aesop's Fables: Translated by George Fyler Townsend",997,0,0,"Aesop",30,"September 30, 1991",9,"September",1991,11.7,9.99,6.6,4853,8.3,74.53,10.8,7.5,3.1,0.117503591710365,0.497589247133725,4.65,22,0.04,189827,786,1819,53886.6,40858
"349","JK","Democracy in America — Volume 2",993,1805,1859,"Tocqueville, Alexis de",21,"January 21, 2006",1,"January",2006,19.1,12.78,6.55,11376,15,46.44,15.2,16,11.2,0.111758519381045,0.46452644022194,5.08,33,0.03,717199,9387,4258,218592.9,141230
"350","HV","The Story of My Life: With her letters (1887-1901) and a supplementary account of her education, including passages from the reports and letters of her teacher, Anne Mansfield Sullivan, by John Albert Macy",989,1880,1968,"Keller, Helen",1,"November, 2000",11,"November",2000,10,9.57,5.84,10771,7.2,77.57,9.6,18,3.1,0.175389955912676,0.539698906921938,4.63,19,0.05,624528,3527,6994,180720,134869
"351","PR","She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy",988,0,1774,"Goldsmith, Oliver",1,"December, 1995",12,"December",1995,7.4,9.85,6.13,2737,4.4,84.68,6.8,8,3.1,0.14565000541543,0.531794539753888,4.83,12,0.08,110171,376,1871,30429,22805
"352","PR","The Scarlet Pimpernel",988,1865,1947,"Orczy, Emmuska Orczy, Baroness",7,"March 7, 2006",3,"March",2006,11.6,11.49,6.16,8425,8.3,69.11,9.6,1.5,3.1,0.0923366628023758,0.517619389486167,4.96,19,0.05,416695,2214,4353,116586.9,84030
"353","PQ","The Poems and Prose Poems of Charles Baudelaire: with an Introductory Preface by James Huneker",987,1821,1867,"Baudelaire, Charles",31,"May 31, 2011",5,"May",2011,13.6,12.36,7.75,5382,9.5,66.07,10.8,19,3.1,0.0868101271205625,0.548373246741332,5.06,22,0.04,142096,956,1254,40036.5,28092
"354","PR","The Rime of the Ancient Mariner",985,1772,1834,"Coleridge, Samuel Taylor",11,"March 11, 2006",3,"March",2006,9,9.51,6.26,448,4.8,89.08,8.4,5,3.1,0.096550649947479,0.477722805788983,4.67,16,0.06,17990,10,229,4604.4,3856
"355","E151","The Frontier in American History",985,1861,1932,"Turner, Frederick Jackson",14,"October 14, 2007",10,"October",2007,16.8,13.76,6.49,11574,12.3,53.55,12.4,5,8.8,0.120878407825876,0.390052820299062,5.3,26,0.04,620157,7611,4418,176262.3,116906
"356","PS","Moby Dick",984,1819,1891,"Melville, Herman",1,"May, 1991",5,"May",1991,10,13.84,9.25,498,4.4,79.26,5.6,7.5,3.1,0.10639526710403,0.420572588923104,5.62,9,0.1,8565,36,154,2185.2,1523
"357","PT","Buddenbrooks: Verfall einer Familie",984,1875,1955,"Mann, Thomas",1,"January 1, 2011",1,"January",2011,14.7,16.12,6.55,30165,8.7,62.68,8.8,6,3.1,0.165303813797136,0.36036344437632,5.81,17,0.06,1336902,9677,13140,346267.8,230016
"358","PS","A Little Journey",984,1920,2012,"Bradbury, Ray",10,"February 10, 2016",2,"February",2016,8,10.31,6.95,441,4.4,84.68,6.8,5,3.1,0.0443035988550885,0.477738919111976,4.91,12,0.08,12577,54,204,3389.4,2561
"359","PR","Vanity Fair",984,1811,1863,"Thackeray, William Makepeace",1,"July, 1996",7,"July",1996,12.1,10.79,5.93,23910,9.1,67.08,10.4,17.5,3.1,0.126410285486234,0.510773591639227,4.84,21,0.05,1462802,8015,14050,415761.3,302346
"360","","Birds of a Feather",979,1935,0,"Silverberg, Robert",5,"March 5, 2016",3,"March",2016,8,10.25,6.99,1343,5.6,76.22,6.8,8,3.1,0.0537152250238188,0.474019909933371,4.9,12,0.08,37623,206,605,10596.6,7678
"361","BP","Autobiography of a Yogi",975,1893,1952,"Yogananda, Paramahansa",1,"February, 2005",2,"February",2005,10.8,12.35,6.36,19407,8,64.71,8,4,3.1,0.120575061310747,0.478245406198422,5.21,15,0.07,808031,7872,10140,235272.6,155018
"362","","Nine Thousand Miles On A Pullman Train: An Account of a Tour of Railroad Conductors From; Philadelphia to the Pacific Coast an Return",969,0,0,"Shaw, Milton",2,"March 2, 2016",3,"March",2016,10.5,10.39,6.21,6754,7.9,70.13,9.2,7,3.1,0.184674899349599,0.496273476404663,4.77,18,0.05,302305,1822,3356,85837.5,63347
"363","BF","Dream Psychology: Psychoanalysis for Beginners",957,1856,1939,"Freud, Sigmund",28,"March 28, 2005",3,"March",2005,15.5,12.77,6.69,6155,11.9,54.56,12,5,8.8,0.0828051457866595,0.484477393433379,5.13,25,0.04,275214,3444,2110,81594.9,53679
"364","","The Pilot and the Bushman",957,0,0,"Jacobs, Sylvia",1,"March 1, 2016",3,"March",2016,10.4,12,7.43,1769,8,64.71,8,9,3.1,0.110021008160451,0.514965499020121,5.15,15,0.07,47170,494,608,13597.2,9164
"365","PZ","Beautiful Stories from Shakespeare",951,1564,1616,"Shakespeare, William",1,"August, 1998",8,"August",1998,10.3,10.61,6.27,5450,6.4,79.6,8.8,8,3.1,0.137596855016804,0.546973536601522,4.86,17,0.06,233490,681,2715,63808.2,48038
"366","PS","The Works of Edgar Allan Poe — Volume 3",951,1809,1849,"Poe, Edgar Allan",19,"May 19, 2008",5,"May",2008,14.7,11.32,6.62,10702,11.1,62.01,12.4,13,8.8,0.0884812163398909,0.50027611187636,4.88,26,0.04,485441,3867,3796,143368.2,99566
"367","PS","Daisy Miller: A Study",949,1843,1916,"James, Henry",3,"July 3, 2008",7,"July",2008,8.4,10.54,6.34,2777,6,75.2,7.2,14.5,3.1,0.130007839477524,0.520265099409193,4.95,13,0.08,105557,676,1623,29865.6,21312
"368","PR,PZ","Peter and Wendy",949,1860,1937,"Barrie, J. M. (James Matthew)",18,"September 18, 2008",9,"September",2008,8.2,9.34,5.9,4545,5.6,81.63,8,11,3.1,0.0895477233341413,0.52405530947519,4.64,15,0.06,219593,692,3047,60228.9,47325
"369","E660","Personal Memoirs of U. S. Grant, Complete",949,1822,1885,"Grant, Ulysses S. (Ulysses Simpson)",16,"August 16, 2006",8,"August",2006,13,11.44,5.53,14223,9.5,66.07,10.8,6,3.1,0.0787816408927207,0.427331200715374,4.9,22,0.04,1376193,9894,12346,402946.2,280935
"370","","Trial of the Major War Criminals Before the International Military Tribunal, Vol. I: Nuremburg 14 November 1945-1 October 1946: Vol. I",949,0,0,"Various",24,"February 24, 2016",2,"February",2016,17.6,14.28,6.24,11158,13.8,44.07,12.8,31,8.8,0.0315184545678972,0.376508143026963,5.39,27,0.04,753801,10012,5107,219529.8,139743
"371","BS","The Black Man, the Father of Civilization, Proven by Biblical History",947,0,0,"Webb, James Morris",22,"April 22, 2012",4,"April",2012,15.3,11.49,7.78,1658,11.5,60.99,12.8,7,8.8,0.132080339477247,0.455412422628918,4.91,27,0.04,45911,348,344,13203,9348
"372","","The Autobiography of a Super-Tramp",947,1871,1940,"Davies, W. H. (William Henry)",11,"March 11, 2016",3,"March",2016,13.8,9.93,6.3,7548,11.1,62.01,12.4,14.5,3.1,0.0780245905024813,0.447444236700175,4.64,26,0.04,402904,1987,3241,117391.5,86874
"373","","The Enchiridion",944,55,135,"Epictetus",10,"March 10, 2014",3,"March",2014,11.3,11.6,7.45,2041,7.9,70.13,9.2,15,3.1,0.109282081625178,0.515800433101688,5.03,18,0.06,55597,542,610,15549.3,11053
"374","D501","History  of the World War: An Authentic Narrative of the World's Greatest War",935,1863,1928,"March, Francis Andrew",6,"August 6, 2006",8,"August",2006,13.9,13.17,6,19904,10.3,58.62,10.4,7,8.8,0.0945492837703843,0.38935255097738,5.25,21,0.05,1245446,11880,11208,359290.8,237058
"375","","Confidence Game",932,1933,2010,"Harmon, Jim",26,"February 26, 2016",2,"February",2016,6.6,9.03,6.75,846,4,85.69,6.4,6.5,3.1,0.0267077953296703,0.464861530830281,4.74,11,0.09,24701,116,460,6845.4,5210
"376","PR","Confessions of an English Opium-Eater",929,1785,1859,"De Quincey, Thomas",20,"April 20, 2005",4,"April",2005,18.6,11.21,7.69,5782,14.2,53.89,15.6,11.5,8.8,0.0975228980684635,0.481102149970865,4.81,34,0.03,185922,1670,1115,55575.9,38637
"377","B","The Antichrist",928,1844,1900,"Nietzsche, Friedrich Wilhelm",18,"September 18, 2006",9,"September",2006,15.2,13.23,7.61,5939,11.5,55.58,11.6,5.5,8.8,0.104243814634439,0.512949623811695,5.21,24,0.04,175159,2041,1394,50769.9,33638
"378","D","A Short History of the World",928,1866,1946,"Wells, H. G. (Herbert George)",2,"March 2, 2011",3,"March",2011,14.4,13.41,6.54,13485,10.7,57.61,10.8,8.5,8.8,0.117952280168684,0.432599977777394,5.24,22,0.04,616160,6262,5260,174207.6,117534
"379","PQ","The Phantom of the Opera",926,1868,1927,"Leroux, Gaston",9,"June 9, 2008",6,"June",2008,8.3,9.79,5.76,7684,5.2,82.65,7.6,26.5,3.1,0.0568207806898215,0.506076219992373,4.77,14,0.07,403759,1921,5871,113266.8,84705
"380","HQ","Three Contributions to the Theory of Sex",924,1856,1939,"Freud, Sigmund",8,"February 8, 2005",2,"February",2005,19,15.21,7.09,5373,14.6,42.04,13.6,4.5,11.2,0.15904700838121,0.538259916486846,5.5,29,0.03,231813,3974,1453,69130.8,42156
"381","BL","The Varieties of Religious Experience: A Study in Human Nature",923,1842,1910,"James, William",17,"October 17, 2014",10,"October",2014,14,11.96,6.34,18412,11.1,56.59,11.2,4,8.8,0.109759339305649,0.492126387165112,4.99,23,0.04,929918,9535,7780,273070.8,186250
"382","PR","She",922,1856,1925,"Haggard, H. Rider (Henry Rider)",4,"April 4, 2006",4,"April",2006,15.9,12.02,6.22,9959,11.5,60.99,12.8,11,3.1,0.0125334422989781,0.478795587848869,5,27,0.04,631201,3592,4590,176938.2,126264
"383","PE","1811 Dictionary of the Vulgar Tongue",921,0,1791,"Grose, Francis",1,"April, 2004",4,"April",2004,9.1,11.42,6.83,13046,6,75.2,7.2,5.5,3.1,0.0183551149458023,0.47144874292878,5.05,13,0.07,408958,2100,5967,112461.3,80975
"384","PS","Poems by Emily Dickinson, Three Series, Complete",920,1830,1886,"Dickinson, Emily",3,"May 3, 2004",5,"May",2004,12.7,12.82,7.05,4825,7.2,77.57,9.6,11.5,3.1,0.0921292439053696,0.496380229905669,5.19,19,0.05,159828,580,1588,40637.7,30811
"385","PS","Poems",920,1888,1965,"Eliot, T. S. (Thomas Stearns)",1,"December, 1998",12,"December",1998,12.3,12.18,8.02,1430,8.3,69.11,9.6,8,3.1,0.0181143521229728,0.470511308614757,5.08,19,0.05,33384,151,335,8972.1,6569
"386","PR","On Heroes, Hero-Worship, and the Heroic in History",919,1795,1881,"Carlyle, Thomas",1,"November, 1997",11,"November",1997,12.4,10.79,6.72,11147,9.5,66.07,10.8,7.5,3.1,0.145996108571266,0.526925646009934,4.84,22,0.05,428353,3510,4005,124110.9,88521
"387","DS,PL","Ang Liham ni Dr. Jose Rizal sa mga Kadalagahan sa Malolos, Bulakan",918,1861,1896,"Rizal, Jose",20,"November 20, 2005",11,"November",2005,17.3,13.52,10.67,1218,13.8,44.07,12.8,12,11.2,-0.256730769230769,0.380769230769231,5.26,27,0.04,17765,330,121,5565.6,3377
"388","","Patty's Fortune",918,1862,1942,"Wells, Carolyn",4,"March 4, 2016",3,"March",2016,6.5,8.97,5.87,5657,4,85.69,6.4,6,3.1,0.148458109016386,0.527567462207476,4.73,11,0.09,251106,956,4715,68863.5,53071
"389","DS","The Wars of the Jews; Or, The History of the Destruction of Jerusalem",917,37,0,"Josephus, Flavius",10,"January 10, 2009",1,"January",2009,25,10.75,6.82,12009,19.6,39.68,21.2,52,8.8,0.14264952997661,0.499743005212635,4.68,48,0.02,1103961,6028,4837,323544.6,235699
"390","QH","The Origin of Species by Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life, 6th Edition",916,1809,1882,"Darwin, Charles",1,"December, 1999",12,"December",1999,20.1,13.7,6.29,13343,16.2,37.98,15.2,7,11.2,0.100157962628499,0.437992393178187,5.24,33,0.03,1082757,12943,6119,324245.7,206725
"391","PR","The Tempest: The Works of William Shakespeare [Cambridge Edition] [9 vols.]",915,1564,1616,"Shakespeare, William",26,"October 26, 2007",10,"October",2007,7.8,10.3,6.42,3314,2.9,94.15,6.4,7,3.1,0.152079337943797,0.520251577126576,4.96,11,0.09,115771,226,1985,28371.6,23337
"392","","The Ignoble Savages",915,1922,2000,"Smith, Evelyn E.",10,"March 10, 2016",3,"March",2016,10.4,12.17,7.26,2079,7.6,65.73,7.6,5,3.1,0.103931621653636,0.529933101448027,5.18,14,0.07,57952,464,758,16343.1,11197
"393","PA","On the Nature of Things",915,-95,-55,"Lucretius Carus, Titus",1,"January, 1997",1,"January",1997,21.6,11.73,7.26,7878,15,57.27,17.6,52,3.1,0.110099900000474,0.486803923663028,4.9,39,0.03,361744,1068,1851,98707.5,73789
"394","Q","The Outline of Science, Vol. 1 (of 4): A Plain Story Simply Told",913,1861,1933,"Thomson, J. Arthur (John Arthur)",22,"January 22, 2007",1,"January",2007,13.8,12.71,6.53,12147,10.7,57.61,10.8,14.5,8.8,0.122404228095899,0.478134881034039,5.12,22,0.04,545976,5791,4779,159942.6,106620
"395","PR","Pride and Prejudice",912,1775,1817,"Austen, Jane",9,"May 9, 2013",5,"May",2013,10.7,10.79,5.72,9170,7.9,70.13,9.2,3.5,3.1,0.136093473244226,0.522053784736605,4.84,18,0.05,590445,4548,6563,171244.8,121919
"396","PA","Medea of Euripides",910,0,-406,"Euripides",2,"March 2, 2011",3,"March",2011,8.6,9.85,6.47,2699,5.6,81.63,8,19.5,3.1,0.0793639811822886,0.530333085465829,4.78,15,0.07,97465,288,1359,25731,20400
"397","PR","Volpone; Or, The Fox",905,0,1637,"Jonson, Ben",1,"May, 2003",5,"May",2003,9.8,12.4,7.22,9298,5.6,76.22,6.8,28,3.1,0.133753231836227,0.525193348298838,5.27,12,0.08,258773,1378,3833,68290.2,49071
"398","","The life of Midhat Pasha; a record of his services, political reforms, banishment, and judicial murder",902,1872,1950,"Ali Haydar Mithat",17,"February 17, 2016",2,"February",2016,18.2,13.59,6.84,10754,13.8,49.49,14,14,8.8,0.105950723644914,0.461806021899074,5.22,30,0.03,517455,5891,3294,152673.3,99112
"399","PR","Othello",896,1564,1616,"Shakespeare, William",1,"January 1, 1622",1,"January",1622,7.8,9.5,6.16,3341,4.8,83.66,7.2,13.5,3.1,0.16829673895074,0.571593237651547,4.72,13,0.07,132501,303,2011,36225,28085
"400","","The Pride of Jennico: Being a Memoir of Captain Basil Jennico",896,1858,1920,"Castle, Egerton",17,"February 17, 2016",2,"February",2016,12.4,10.28,6.66,8892,9.9,65.05,11.2,6,3.1,0.0998053154534075,0.49139103642174,4.7,23,0.04,351110,1904,3204,101256.3,74659
"401","","Make Me An Offer",894,0,0,"Blomberg, Con",27,"February 27, 2016",2,"February",2016,8.3,9.45,6.57,369,5.6,81.63,8,6.5,3.1,0.0954868647334401,0.445704204471328,4.66,15,0.06,12414,54,172,3474,2664
"402","","People Soup",894,1934,0,"Arkin, Alan",8,"March 8, 2016",3,"March",2016,6.6,9.37,6.51,308,3.7,86.71,6,6.5,3.1,-0.0424694264069264,0.502083204493919,4.85,10,0.1,9906,30,196,2637.9,2044
"403","PG","The Mantle, and Other Stories",892,1809,1852,"Gogol, Nikolai Vasilevich",27,"May 27, 2011",5,"May",2011,9.4,10.15,6.23,6270,7.2,72.16,8.4,6,3.1,0.0725343333753251,0.496333463791216,4.78,16,0.06,263365,1615,3294,75495.6,55097
"404","B,PA","Gorgias",891,-428,-348,"Plato",1,"March, 1999",3,"March",1999,13.2,10.51,6.32,5614,10.3,64.04,11.6,14,3.1,0.139308476649824,0.555553157053157,4.74,24,0.04,280841,1731,2411,82976.4,59287
"405","PR","The Playboy of the Western World: A Comedy in Three Acts",887,1871,1909,"Synge, J. M. (John Millington)",1,"March, 1998",3,"March",1998,7.2,9.16,5.84,2031,3.6,92.12,7.2,17.5,3.1,0.0924272570083156,0.500259595248677,4.66,13,0.07,95664,144,1527,25218.9,20521
"406","","Sea Legs",887,0,0,"Quattrocchi, Frank",9,"March 9, 2016",3,"March",2016,6.9,10.01,6.62,2189,4.8,78.25,6,6,3.1,0.0745268403155548,0.493166971130533,4.96,10,0.1,68820,426,1384,18977.4,13876
"407","B,PA","Phaedo",885,-428,-348,"Plato",1,"March, 1999",3,"March",1999,14.3,9.87,6.54,4244,11.5,60.99,12.8,11.5,3.1,0.126822882886473,0.509209064053473,4.63,27,0.04,198125,1336,1536,59043.6,42773
"408","PT","Der Tod in Venedig",879,1875,1955,"Mann, Thomas",22,"April 22, 2004",4,"April",2004,19.9,18.63,9.42,7253,12.7,47.12,11.6,21,8.8,0.125013590494792,0.447142857142857,6.14,24,0.04,153092,1497,1006,41146.2,24952
"409","PR","Our Mutual Friend",879,1812,1870,"Dickens, Charles",27,"April 27, 2006",4,"April",2006,9.7,10.15,5.62,23511,6.4,79.6,8.8,2,3.1,0.0916704987094534,0.501932446748611,4.78,17,0.06,1555005,8187,18804,434332.8,325137
"410","","The Spicy Sound of Success",878,1933,2010,"Harmon, Jim",3,"March 3, 2016",3,"March",2016,7.4,10.42,6.96,999,4.8,78.25,6,5.5,3.1,0.0673612619438326,0.513707297467758,4.98,10,0.09,27775,152,516,7746.3,5579
"411","HS","Boy Scouts Handbook: The First Edition, 1911",877,0,0,"Boy Scouts of America",1,"August 1, 2009",8,"August",2009,11,11.43,6.14,12975,7.9,70.13,9.2,6.5,3.1,0.112672457390284,0.449368315951149,4.95,18,0.05,628536,3812,6954,171567,126921
"412","B,PA","The Ethics of Aristotle",877,-384,-322,"Aristotle",1,"July, 2005",7,"July",2005,21.1,11.15,6.79,8749,16.1,48.81,17.6,12,8.8,0.137105327135318,0.479973817598416,4.8,39,0.03,542999,4594,2840,160633.8,113184
"413","PR","The Great God Pan",876,1863,1947,"Machen, Arthur",1,"January, 1996",1,"January",1996,10.4,9.52,6.6,2699,7.6,76.56,10,7,3.1,0.049536836485274,0.481187189970524,4.62,20,0.05,100144,474,1079,28710.9,21671
"414","BL,JC","The Writings of Thomas Paine — Volume 4 (1794-1796): The Age of Reason",871,1737,1809,"Paine, Thomas",1,"February, 2003",2,"February",2003,17.1,10.92,6.79,7180,13.4,55.92,14.8,28.5,8.8,0.0772943516431888,0.446740678848653,4.76,32,0.03,344702,2819,2248,102130.2,72456
"415","DA","The Works of the Right Honourable Edmund Burke, Vol. 01 (of 12)",869,1729,1797,"Burke, Edmund",27,"March 27, 2005",3,"March",2005,16.3,12.02,6.42,13701,13,51.52,13.2,7.5,8.8,0.119330290576329,0.503465719522052,4.95,28,0.03,765346,7287,5365,228743.1,154577
"416","B","Pragmatism: A New Name for Some Old Ways of Thinking",869,1842,1910,"James, William",1,"February, 2004",2,"February",2004,12.7,12.07,6.81,7174,9.9,59.64,10,14,8.8,0.105525119635507,0.498444889229267,5.06,20,0.05,262817,3165,2532,78679.8,51956
"417","","Angel's Egg",868,1909,1976,"Pangborn, Edgar",9,"March 9, 2016",3,"March",2016,9.5,10.09,6.93,2203,7.2,72.16,8.4,6.5,3.1,0.0963893876735302,0.495034086634997,4.77,16,0.06,66288,428,824,19305,13897
